證券代號,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1528,500335,264,4859721,9.8,9.85,9.61,9.61,0.17,9.61,1,9.62,2,8.14
1529,594782,399,9623491,16.3,16.5,16.05,16.1,0.25,16.1,4,16.15,13,19.17
1530,12847,46,393211,30.4,30.8,30.4,30.8,0.15,30.7,2,30.8,1,17.5
1531,220705,355,3079542,14.15,14.15,13.85,13.9,0.25,13.85,10,13.95,2,11.68
1532,262179,167,7568421,29.15,29.15,28.75,28.9,0.25,28.8,6,28.9,4,7.85
1533,848380,649,50633712,60.5,61.1,58.8,59.0,1.6,59.0,8,59.1,2,59.6
1535,69671,60,2873374,41.0,41.5,41.0,41.1,0.7,41.1,1,41.2,1,10.0
1536,2022551,1475,165907802,81.9,82.5,81.3,82.2,0.2,82.1,31,82.2,2,73.39
1537,86593,119,12267335,142.5,142.5,141.0,141.5,1.0,141.0,10,142.0,5,17.82
1538,1398,6,8947,6.38,6.38,6.38,6.38,0.28,6.36,1,6.39,1,0.0
1539,8492925,4766,271138232,31.5,32.85,30.6,32.0,1.0,31.95,52,32.0,14,11.81
1540,111666,86,1553353,13.95,14.05,13.85,13.9,0.05,13.9,5,13.95,2,139.0
1541,87192,82,3058255,35.0,35.4,34.8,35.05,0.2,35.05,3,35.15,1,7.07
1558,85510,97,11311692,132.0,133.0,132.0,132.5,0.5,132.0,23,132.5,1,22.53
1560,6972966,4830,1050433100,151.5,152.5,149.0,151.5,1.5,151.0,8,151.5,89,19.86
1568,10959519,6224,313655006,29.85,30.0,27.7,28.05,1.75,28.05,4,28.1,10,37.91
1582,156997,168,9710982,61.8,62.2,61.7,61.8,0.8,61.8,2,62.0,9,26.99
1583,7000,6,427300,61.0,61.3,61.0,61.3,0.3,60.9,5,61.1,1,18.35
1587,295553,222,7673055,26.5,26.55,25.75,25.85,0.55,25.8,11,25.85,1,16.26
1589,260749,235,14425652,55.5,56.4,55.0,55.0,1.1,55.0,7,55.1,1,0.0
1590,405028,445,335599327,834.0,834.0,820.0,827.0,2.0,826.0,3,827.0,4,24.79
1597,76418,70,5487611,72.4,73.2,71.1,72.2,0.4,72.2,1,72.6,1,18.51
1598,74586,71,2796723,37.65,37.8,37.2,37.75,0.1,37.75,2,37.8,3,36.3
1603,223328,141,5984973,27.1,27.25,26.6,26.6,0.55,26.6,2,26.65,2,16.94
1604,290778,191,7589217,26.2,26.2,26.0,26.2,0.0,26.1,4,26.2,27,5.73
1605,29341019,12681,945422020,32.6,32.8,31.95,32.1,0.6,32.05,232,32.1,77,6.63
1608,592038,327,8449775,14.35,14.4,14.2,14.25,0.2,14.2,8,14.25,9,14.25
1609,20664417,10908,448991277,22.4,22.5,21.1,21.25,2.1,21.25,24,21.3,190,11.24
1611,7733052,3580,140417408,18.75,18.95,17.9,18.15,0.55,18.15,123,18.2,48,21.1
1612,960223,558,15884915,16.85,16.85,16.35,16.4,0.45,16.4,9,16.45,15,1.97
1614,127274,34,4489976,35.1,35.45,35.1,35.25,0.15,35.2,6,35.3,1,25.18
1615,33047,31,1041045,31.75,32.0,31.3,31.35,0.4,31.3,8,31.35,1,8.4
1616,749206,339,6441543,8.8,8.8,8.41,8.45,0.27,8.42,6,8.45,14,16.25
1617,38033,36,572247,15.05,15.1,15.0,15.0,0.2,15.0,10,15.05,1,12.6
1618,42819,49,521799,12.2,12.25,12.15,12.2,0.1,12.2,1,12.25,3,10.17
1626,1283473,282,23768324,18.2,18.8,18.2,18.5,0.15,18.5,2,18.6,4,16.37
1701,923928,504,19152689,21.05,21.05,20.6,20.7,0.35,20.7,20,20.75,5,12.86
1702,121529,211,5390792,44.7,44.7,44.25,44.35,0.35,44.35,2,44.4,1,11.26
1707,121634,235,15709106,129.5,130.5,128.5,128.5,1.5,128.5,34,129.0,20,14.6
1708,5086638,3011,234373234,47.0,47.2,45.2,45.45,1.35,45.4,61,45.45,4,11.39
1709,1137597,628,27137929,24.05,24.25,23.7,23.85,0.2,23.8,6,23.85,2,11.14
1710,323395,216,5609755,17.3,17.6,17.25,17.3,0.15,17.3,36,17.35,6,57.67
1711,1333332,689,25923665,19.5,19.65,19.3,19.4,0.15,19.35,117,19.4,6,22.56
1712,1636992,1334,56346854,35.05,35.05,34.2,34.4,0.45,34.3,24,34.4,17,12.65
1713,54016,43,1310284,24.2,24.35,24.2,24.25,0.05,24.2,12,24.3,2,21.65
1714,1684804,598,15667635,9.29,9.35,9.25,9.32,0.01,9.31,6,9.32,28,15.28
1717,1173274,745,37043548,31.7,31.75,31.5,31.55,0.25,31.5,13,31.55,17,11.39
1718,1077152,440,8269076,7.7,7.77,7.61,7.62,0.1,7.61,40,7.62,25,0.0
1720,756832,514,33797980,45.0,45.4,44.3,44.45,0.3,44.4,14,44.45,1,10.82
1721,1232793,809,18929257,15.8,15.8,15.1,15.3,0.3,15.25,6,15.35,8,0.0
1722,2545964,1668,160566394,64.0,64.0,62.6,63.2,0.3,63.2,39,63.3,1,20.19
1723,2732201,2238,312601634,118.0,118.0,112.0,113.0,5.5,113.0,5,113.5,23,17.77
1725,287042,164,6156823,21.15,22.0,20.85,21.8,0.5,21.75,2,21.8,5,12.46
1726,15348,17,1111858,72.4,72.8,72.3,72.3,0.3,72.6,1,72.9,3,14.37
1727,867363,586,26408962,31.0,31.2,29.95,30.0,1.05,30.0,14,30.1,6,15.96
1730,12176,33,696466,57.2,57.4,57.1,57.1,0.4,57.3,1,57.4,4,13.34
1731,141558,60,2516463,17.85,17.85,17.65,17.75,0.05,17.75,1,17.85,21,14.09
1732,560685,418,16436154,29.65,30.0,28.9,29.1,0.55,29.05,6,29.1,4,85.59
1733,400321,373,10633050,26.95,27.2,26.3,26.35,0.65,26.3,18,26.35,7,12.31
1734,1152103,626,32349994,28.25,28.35,27.95,28.0,0.25,28.0,7,28.05,7,311.11
1735,9000,24,126575,14.15,14.15,13.9,13.9,0.3,13.9,4,14.1,30,0.0
1736,72268,93,3889532,54.8,54.8,53.5,53.5,0.6,53.5,36,53.6,2,314.71
1737,196667,160,6618066,33.45,33.85,33.3,33.75,0.0,33.75,30,33.8,6,18.96
1752,39030,38,1376210,35.25,35.4,35.15,35.25,0.15,35.15,2,35.3,5,16.71
1760,4979908,3130,550843789,114.0,114.5,108.0,109.5,3.0,109.0,46,109.5,46,55.58
1762,707160,538,39996256,57.3,57.7,55.7,55.9,1.7,55.8,18,55.9,1,10.07
1773,252203,354,36312159,142.0,145.0,142.0,143.5,1.0,143.5,3,144.0,7,16.2
1776,15129,16,285026,18.8,19.0,18.75,19.0,0.2,18.9,2,19.0,5,9.55
1783,537757,398,22292167,42.0,42.6,40.8,41.2,0.8,41.2,3,41.35,20,36.79
1786,17007,24,677880,40.2,40.2,39.75,40.0,0.25,40.0,1,40.15,2,23.67
1789,1676022,900,41228711,24.95,25.2,24.35,24.45,0.45,24.45,11,24.5,63,84.31
1795,4348873,3157,583663150,134.5,136.0,132.5,133.5,0.5,133.5,89,134.0,13,25.0
1802,2032313,973,35100328,17.45,17.55,17.2,17.2,0.25,17.2,98,17.25,17,4.61
1805,30336,18,353088,11.7,11.75,11.5,11.5,0.35,11.0,10,11.5,21,0.0
1806,161147,113,1531516,9.52,9.54,9.46,9.51,0.01,9.51,2,9.52,2,3.59
1808,47221,60,3093335,66.1,66.1,65.2,65.2,0.0,65.2,5,65.7,3,20.38
1809,166121,91,1928753,11.65,11.7,11.55,11.6,0.1,11.6,1,11.65,6,42.96
1810,284043,130,3208135,11.45,11.45,11.2,11.25,0.25,11.2,56,11.3,10,3.11
1817,41091,28,1375151,33.3,33.6,33.1,33.5,0.05,33.4,3,33.5,2,10.77
1903,48101,47,2679544,57.1,57.1,55.5,55.5,0.7,55.5,3,55.8,2,0.0
1904,642888,561,17255420,26.95,26.95,26.7,26.9,0.05,26.85,1,26.9,6,8.62
1905,565948,440,9325127,16.5,16.7,16.4,16.4,0.35,16.4,37,16.45,12,52.9
1906,361785,146,6398633,17.95,17.95,17.5,17.5,0.55,17.45,10,17.5,35,11.82
1907,402978,310,9489907,23.4,23.75,23.4,23.55,0.05,23.45,23,23.55,26,10.06
1909,2162222,958,32655541,15.3,15.35,14.95,15.15,0.2,15.1,7,15.15,3,10.45
2002,28544329,11247,801934954,28.3,28.45,28.0,28.05,0.3,28.0,4185,28.05,355,6.71
2002A,9186,15,448033,48.5,48.85,48.5,48.85,0.0,48.7,2,48.85,9,0.0
2006,1382245,1085,71363281,51.9,52.4,51.0,51.9,0.3,51.8,1,51.9,26,6.64
2007,5117341,1884,63582961,12.5,12.7,12.2,12.4,0.1,12.35,61,12.4,12,0.0
2008,62109,36,1020398,16.45,16.5,16.3,16.45,0.2,16.45,1,16.55,3,56.72
2009,1663246,1136,44856955,27.5,27.85,26.5,26.6,1.05,26.55,10,26.6,7,29.56
2010,568663,368,8995781,16.0,16.05,15.7,15.7,0.35,15.7,28,15.75,8,8.87
2012,54057,56,1279340,23.7,23.75,23.55,23.6,0.1,23.6,5,23.65,1,8.11
2013,2732148,1921,165273089,59.5,62.0,59.2,59.5,0.4,59.5,16,59.6,4,22.54
2014,8435959,4163,223990913,26.65,26.85,26.25,26.7,0.2,26.65,121,26.7,67,7.44
2015,372024,317,24241131,65.5,65.7,64.9,65.1,0.5,65.0,32,65.1,1,9.19
2017,828603,472,10254685,12.35,12.65,12.25,12.3,0.15,12.25,38,12.3,1,7.55
2020,306063,191,7002645,23.1,23.1,22.7,22.8,0.35,22.75,5,22.8,2,8.0
2022,3429403,1534,31233944,9.45,9.45,8.94,8.96,0.52,8.96,14,8.97,3,15.72
2023,6977045,3275,112727356,16.45,16.65,15.9,16.0,0.6,15.95,114,16.0,18,5.78
2024,61427,70,1171553,19.3,19.5,18.8,18.9,0.55,18.9,2,19.05,3,12.86
2025,368002,74,2015732,5.49,5.59,5.43,5.43,0.08,5.44,1,5.48,1,2.54
2027,8120841,4344,280863289,34.9,35.1,34.2,34.5,0.6,34.45,3,34.5,16,4.87
2028,3209253,1742,75693416,24.2,24.4,23.0,23.3,1.3,23.3,3,23.35,8,4.59
2029,447300,243,10369669,23.2,23.45,23.1,23.2,0.25,23.15,4,23.2,1,6.01
2030,3229001,1553,71741238,22.5,22.65,22.05,22.15,0.6,22.15,16,22.2,23,4.11
2031,2713946,1594,96928810,36.2,36.55,35.1,35.2,1.35,35.2,2,35.25,14,7.41
2032,829957,600,15682703,19.2,19.35,18.6,18.7,0.6,18.7,17,18.8,5,14.27
2033,455691,333,6679945,15.2,15.2,14.4,14.4,0.6,14.4,10,14.45,1,90.0
2034,4477976,1835,130411648,29.55,29.55,28.7,29.05,0.65,29.05,49,29.1,16,8.7
2038,2319477,1385,49030799,21.5,21.65,20.8,21.15,0.5,21.1,1,21.15,41,8.33
2049,1557238,1505,327221432,210.5,211.5,208.5,209.5,1.0,209.5,93,210.5,11,16.35
2059,248780,303,111858650,460.5,460.5,445.0,445.0,12.0,445.0,7,446.0,1,16.64
2062,216668,141,5705318,26.3,26.5,26.25,26.25,0.15,26.2,29,26.35,1,6.98
2069,623258,384,13142202,21.1,21.35,20.85,20.95,0.5,20.9,10,20.95,5,4.87
2101,548182,313,21546412,39.6,39.6,39.15,39.2,0.4,39.15,2,39.2,13,0.0
2102,300738,144,5630672,19.0,19.0,18.55,18.7,0.1,18.7,5,18.8,4,0.0
2103,1092168,694,28305031,26.3,26.35,25.7,25.75,0.6,25.7,92,25.75,56,5.76
2104,1896598,746,38004406,20.25,20.3,19.9,20.0,0.35,20.0,11,20.05,26,6.1
2105,3391916,1634,120710903,35.8,35.9,35.4,35.75,0.05,35.7,3,35.75,124,23.99
2106,1803520,1345,68598369,38.85,38.85,37.75,38.0,0.6,37.95,20,38.0,34,82.61
2107,198062,125,4097933,20.5,20.8,20.5,20.7,0.0,20.7,10,20.75,13,9.76
2108,1255000,1042,50398076,40.4,40.8,39.7,40.3,0.25,40.3,5,40.35,26,3.79
2109,53157,44,759047,14.25,14.3,14.25,14.3,0.05,14.3,3,14.35,6,11.53
2114,21372,35,2209262,104.5,104.5,103.0,104.0,0.5,103.5,1,104.0,1,8.46
2115,36000,26,1108350,30.85,30.85,30.65,30.75,0.1,30.75,1,30.85,16,8.84
2201,6705227,3570,298040723,44.9,45.1,44.05,44.05,1.05,44.05,121,44.1,35,8.05
2204,2179092,1648,106510064,49.4,49.55,48.45,48.5,1.05,48.45,30,48.5,716,6.38
2206,3404623,1992,128389514,38.2,38.2,37.2,37.55,0.5,37.55,56,37.6,17,13.36
2207,171095,197,101695246,596.0,597.0,589.0,597.0,2.0,593.0,3,597.0,5,21.04
2208,3403576,1390,62321011,17.95,18.75,17.95,18.2,0.25,18.2,12,18.25,61,0.0
2211,191963,195,12078975,63.2,63.2,62.7,62.9,0.3,62.9,25,63.0,1,19.24
2227,25546,89,5456821,214.5,215.0,212.0,213.0,2.5,213.0,2,214.0,1,25.0
2228,16147,19,1016578,62.5,63.6,62.5,63.1,0.7,63.1,1,63.5,1,19.66
2231,287655,270,39741642,142.0,142.0,136.5,136.5,5.5,136.5,6,137.0,3,33.62
2233,225369,213,25469345,113.0,113.5,112.5,112.5,0.5,112.5,30,113.0,4,11.4
2236,17050,17,350592,20.6,20.85,20.45,20.55,0.25,20.45,1,20.65,2,13.7
2239,11044,18,642252,59.2,59.2,57.4,57.9,0.1,57.7,1,58.0,3,15.2
2241,1268237,71,39299795,31.3,31.3,30.5,31.0,0.5,30.65,2,31.0,1,0.0
2243,2087243,550,35267860,17.0,17.65,16.2,16.8,0.5,16.5,2,16.8,12,0.0
2247,39038,69,7778723,200.5,200.5,198.5,199.0,1.0,199.0,1,199.5,2,12.54
2250,9000,9,732600,82.9,82.9,80.6,81.3,0.5,81.3,1,81.8,2,15.97
2301,4626789,3215,299450760,65.1,65.3,64.1,64.8,0.3,64.7,3,64.8,45,12.71
2302,517999,279,8223433,15.9,16.2,15.7,15.7,0.35,15.7,30,15.75,1,22.75
2303,46591014,17607,1823621242,39.1,39.35,38.8,39.3,0.2,39.25,111,39.3,849,6.58
2305,1169360,540,35640111,30.5,30.85,29.95,30.85,1.3,30.8,6,30.85,1,308.5
2308,8447302,9072,2210318436,258.0,264.0,256.0,264.0,5.5,263.5,9,264.0,116,26.06
2312,3618963,1445,44354281,12.35,12.45,12.15,12.25,0.2,12.2,100,12.25,36,68.06
2313,18683355,10117,894306187,47.6,48.55,46.7,48.45,0.9,48.4,5,48.45,186,9.48
2314,15942197,10122,740959799,46.45,48.25,43.8,45.0,1.0,44.95,7,45.0,29,0.0
2316,263794,218,7368465,27.55,28.15,27.55,27.8,0.25,27.75,2,27.8,1,8.55
2317,31052217,12003,3343751905,107.5,108.5,107.0,108.5,0.5,108.0,1981,108.5,853,10.7
2321,34659,11,194106,5.6,5.61,5.6,5.61,0.05,5.6,5,5.85,1,80.14
2323,2584283,986,18851244,7.36,7.39,7.25,7.26,0.09,7.26,3,7.27,41,38.21
2324,10099766,3970,232145250,22.85,23.1,22.8,23.1,0.15,23.0,24,23.1,653,8.28
2327,2409982,2161,786111268,326.0,330.0,324.0,326.5,1.0,326.0,6,327.0,21,7.3
2328,1047486,728,35670166,34.15,34.5,33.65,33.9,0.45,33.9,3,33.95,1,17.3
2329,3584385,1248,56987606,15.85,16.2,15.7,15.7,0.2,15.65,127,15.7,21,6.89
2330,29838832,25570,14823224632,494.0,501.0,493.0,501.0,9.0,500.0,9,501.0,581,19.69
2331,1105964,541,23681779,21.6,21.7,21.3,21.3,0.3,21.3,36,21.35,16,25.36
2332,5581546,2738,94153204,17.1,17.3,16.55,16.6,0.65,16.6,8,16.65,12,0.0
2337,5245960,3450,167989316,31.9,32.25,31.85,32.05,0.0,32.05,85,32.1,45,3.97
2338,1574154,1728,113062430,72.4,73.0,70.5,71.3,1.0,71.3,60,71.4,2,25.28
2340,2793549,1930,108960795,39.2,39.7,38.6,38.75,0.45,38.7,45,38.75,35,23.63
2342,2957031,1967,113060208,37.9,39.6,37.1,37.2,1.1,37.2,15,37.3,39,17.38
2344,9062160,4251,201771268,22.2,22.5,22.1,22.3,0.15,22.3,39,22.35,258,5.36
2345,3085816,2613,789173864,257.5,261.5,252.0,253.0,2.0,252.5,9,253.0,22,28.98
2347,2492974,1713,135700248,54.7,54.9,54.1,54.5,0.5,54.5,6,54.6,41,5.26
2348,165195,200,13001261,79.9,79.9,78.0,78.1,1.7,78.0,9,78.1,1,7.08
2348A,9000,5,329600,36.7,36.7,36.6,36.6,0.2,36.6,3,36.8,3,0.0
2349,712838,354,5166063,7.28,7.31,7.2,7.2,0.11,7.2,34,7.22,5,0.0
2351,1628881,1273,188007005,116.5,117.5,113.5,114.5,0.0,114.0,65,114.5,6,22.72
2352,2763562,1431,77979090,28.3,28.45,28.1,28.25,0.25,28.2,90,28.25,12,8.26
2353,11465636,3903,253033105,22.25,22.35,21.9,22.05,0.3,22.05,27,22.1,247,6.37
2354,2161183,1717,104151843,48.35,48.5,48.0,48.1,0.2,48.1,13,48.15,13,15.67
2355,654495,416,18718548,28.3,28.8,28.3,28.5,0.0,28.45,1,28.5,13,28.79
2356,6042933,2735,145050453,23.7,24.2,23.6,24.1,0.35,24.05,72,24.1,37,12.55
2357,2184743,2169,610715155,278.0,281.0,277.0,281.0,3.5,280.5,6,281.0,133,4.62
2358,810274,343,13808833,17.3,17.4,16.8,16.8,0.5,16.8,16,16.85,9,11.59
2359,5613810,2789,153852676,27.9,28.25,26.85,27.0,0.95,27.0,28,27.05,1,18.62
2360,1060650,1082,180695107,173.0,173.5,168.0,173.5,0.0,172.5,1,173.5,2,26.21
2362,258455,96,8031122,31.3,31.35,30.95,31.0,0.35,31.0,12,31.1,1,8.76
2363,1268985,618,24699986,19.55,19.8,19.35,19.35,0.2,19.35,122,19.4,97,60.47
2364,10189690,7611,722978231,69.5,74.0,67.7,68.3,0.6,68.3,27,68.5,1,44.35
2365,177486,113,1751767,9.81,9.9,9.81,9.81,0.09,9.81,1,9.82,2,245.25
2367,1190921,582,20093421,16.9,17.1,16.75,16.8,0.15,16.8,13,16.85,11,0.0
2368,6523695,4558,523669428,80.2,81.4,79.4,79.9,0.5,79.9,131,80.0,43,13.75
2369,3274585,1252,54576265,16.65,16.9,16.6,16.6,0.05,16.6,231,16.7,4,6.86
2371,6349366,2032,211920464,33.65,33.8,33.2,33.2,0.4,33.2,469,33.25,13,17.2
2373,15416,32,1315137,85.5,85.5,84.8,84.9,0.1,84.7,2,85.4,2,13.96
2374,2345679,1625,56570822,24.0,24.55,23.85,23.95,0.35,23.95,9,24.0,13,8.81
2375,552237,426,28874069,52.5,53.1,51.6,51.7,0.8,51.7,5,51.8,26,5.94
2376,9279845,5798,855346049,92.0,92.8,91.6,92.3,0.1,92.2,135,92.3,88,4.3
2377,3001799,2221,345158757,115.0,116.0,114.0,115.5,0.5,115.5,18,116.0,106,5.57
2379,3510160,2582,1192084930,332.5,344.0,332.0,343.0,4.0,343.0,23,343.5,7,9.27
2380,1204693,618,15011269,12.65,12.65,12.3,12.5,0.15,12.45,5,12.5,10,0.0
2382,7873306,4427,615923290,78.9,78.9,77.8,78.5,0.2,78.5,50,78.6,168,9.09
2383,2136419,1864,346410465,162.0,164.0,160.0,161.5,1.5,161.5,4,162.0,26,9.46
2385,1337502,1024,103311830,76.6,77.8,76.6,77.5,0.9,77.4,6,77.5,13,8.72
2387,859312,541,31610933,37.7,37.7,36.45,36.45,0.95,36.4,10,36.45,3,6.44
2388,6912001,4450,521625688,76.9,77.7,72.2,73.0,2.4,72.9,9,73.0,9,14.57
2390,4149069,2041,60045276,14.0,15.0,14.0,14.1,0.2,14.1,4,14.15,5,0.0
2392,235644,228,7554075,32.05,32.3,32.0,32.0,0.35,32.0,26,32.05,12,17.02
2393,5627943,2576,207488669,37.3,37.3,36.5,36.55,0.0,36.55,97,36.6,16,8.33
2395,888296,801,309454164,352.0,352.0,345.5,348.5,0.5,348.0,1,348.5,5,28.24
2397,25012,19,1426490,57.0,57.6,56.9,57.6,0.2,57.5,1,57.7,2,10.42
2399,980026,541,14506853,14.85,15.0,14.6,14.65,0.15,14.65,30,14.7,15,7.88
2401,1849644,1281,51785712,28.0,28.5,27.8,27.8,0.5,27.8,72,27.85,7,12.25
2402,269550,107,3832036,14.3,14.35,14.15,14.2,0.0,14.2,3,14.25,7,17.53
2404,300258,739,44735599,149.0,150.5,148.0,148.5,1.0,148.0,11,148.5,1,10.92
2405,4354682,1818,58400296,13.5,13.7,13.2,13.35,0.15,13.35,10,13.4,29,23.02
2406,2595472,1652,53242006,20.7,21.0,20.3,20.4,0.45,20.4,21,20.45,20,0.0
2408,8859214,4891,453172979,50.4,51.5,50.2,51.2,0.8,51.2,40,51.3,58,5.85
2409,55503807,11095,768805399,13.7,14.1,13.65,13.85,0.05,13.8,631,13.85,812,2.43
2412,8325671,3371,1011964974,121.5,122.5,121.0,121.5,1.0,121.0,1033,121.5,552,26.19
2413,188000,116,3493800,19.1,19.1,18.3,18.3,0.8,18.3,3,18.5,1,36.6
2414,676678,170,18517829,29.6,30.4,29.6,30.0,0.7,30.0,1,30.05,2,9.04
2415,94254,83,2740461,29.1,29.4,28.9,29.05,0.15,29.0,1,29.05,5,10.49
2417,333655,292,7057630,21.4,21.55,20.6,20.75,0.4,20.7,4,20.75,1,0.0
2419,32107393,15191,894740140,28.45,28.7,27.0,27.5,2.1,27.5,114,27.55,66,30.22
2420,105890,103,4379564,41.45,41.6,41.15,41.6,0.15,41.55,2,41.6,6,10.22
2421,4096974,2470,169941611,42.35,42.35,40.65,41.75,0.1,41.75,7,41.8,34,21.41
2423,98463,84,2539997,25.7,25.95,25.5,25.8,0.15,25.75,1,25.8,3,11.83
2424,49758,40,1005889,19.2,20.5,19.2,20.2,1.55,19.2,2,20.5,8,0.0
2425,679410,266,17905394,26.55,26.65,26.1,26.4,0.05,26.4,15,26.5,13,17.96
2426,360851,252,6581889,18.5,18.55,18.1,18.1,0.25,18.1,2,18.15,3,7.94
2427,457035,228,5736638,12.55,12.7,12.45,12.55,0.0,12.5,8,12.55,11,12.55
2428,365885,299,50812703,138.5,140.0,137.5,139.0,1.0,138.5,6,139.0,3,11.37
2429,13000,6,166200,12.7,12.8,12.7,12.8,0.05,12.85,3,13.0,1,0.0
2430,122269,226,3883612,32.05,32.05,31.55,31.9,0.3,31.8,2,31.9,3,8.08
2431,148046,82,1493615,10.1,10.15,10.0,10.05,0.1,10.0,71,10.1,2,0.0
2433,13325,23,646711,48.65,48.85,48.4,48.55,0.1,48.6,1,48.65,1,12.71
2434,11097,12,332558,30.15,30.45,29.4,29.7,0.8,29.4,1,29.7,1,0.0
2436,1658554,1013,87256325,52.9,53.2,52.0,53.0,0.1,53.0,26,53.1,98,13.45
2438,23264,20,306604,13.4,13.4,13.1,13.3,0.0,13.1,1,13.3,1,0.0
2439,1991239,1636,160774732,79.6,82.0,79.5,80.5,0.3,80.5,1,80.7,3,11.62
2440,3133136,1786,46871910,14.6,15.4,14.25,14.25,0.15,14.2,17,14.25,2,24.57
2441,1136883,900,70561014,62.0,62.8,61.8,62.1,0.1,62.1,3,62.2,15,7.37
2442,249396,139,2879616,11.55,11.65,11.5,11.55,0.0,11.55,40,11.6,19,5.92
2443,18102,17,60044,3.4,3.4,3.28,3.36,0.04,3.3,38,3.4,1,0.0
2444,847464,432,10732026,13.15,13.2,12.1,12.65,0.5,12.6,11,12.65,4,18.33
2449,6419828,3042,251791919,38.8,39.55,38.75,39.45,0.4,39.35,3,39.45,40,8.25
2450,34912,51,1077666,30.85,31.0,30.8,30.85,0.0,30.8,7,30.9,3,12.75
2451,256987,181,16133676,63.0,63.0,62.6,62.7,0.0,62.6,27,62.7,17,9.77
2453,126000,64,3217450,25.8,25.85,25.35,25.5,0.2,25.45,5,25.55,9,10.54
2454,3594609,4366,2460950569,685.0,689.0,678.0,686.0,3.0,686.0,8,687.0,39,9.16
2455,1809191,1672,122900764,69.1,69.4,67.3,67.7,1.8,67.7,6,67.8,1,15.53
2457,3143292,2125,113501215,36.45,36.95,35.7,36.05,0.45,36.05,8,36.1,3,0.0
2458,3792813,3241,388029355,105.5,105.5,100.5,102.5,5.0,102.5,6,103.0,60,6.08
2459,16182,21,770735,47.7,47.8,47.3,47.75,0.15,47.7,2,47.75,6,9.65
2460,163526,152,2626909,16.4,16.4,16.0,16.05,0.45,16.0,7,16.05,1,13.84
2461,262222,150,4858041,18.5,18.65,18.45,18.5,0.15,18.45,36,18.5,3,8.77
2462,151270,91,3995705,26.7,26.7,26.25,26.5,0.0,26.35,6,26.5,12,18.53
2464,208960,193,7898020,38.0,38.0,37.6,37.6,0.4,37.6,11,37.8,1,13.24
2465,587458,402,19276459,33.0,33.3,32.5,32.75,0.25,32.75,16,32.85,8,13.88
2466,69075,51,2315175,33.75,33.75,33.3,33.35,0.4,33.3,5,33.35,1,60.64
2467,85732,72,3764770,44.65,44.65,43.7,43.9,0.4,43.9,1,44.0,2,10.02
2468,34022,22,436734,12.9,13.0,12.7,13.0,0.05,12.85,2,13.0,4,19.12
2471,99181,66,2664613,26.65,27.0,26.6,26.95,0.0,26.9,12,27.0,8,10.45
2472,258656,203,13720476,53.4,53.7,52.7,52.9,0.5,52.8,6,52.9,2,8.16
2474,1369798,1077,230730581,168.0,169.0,167.0,169.0,1.0,168.5,33,169.0,5,15.18
2476,7494566,4464,365597768,50.0,51.8,47.3,48.05,2.05,48.05,2,48.1,11,12.45
2477,134261,86,2805044,20.85,21.05,20.7,21.0,0.0,20.75,9,21.0,21,23.6
2478,51535,59,2183348,42.45,42.65,42.15,42.25,0.2,42.25,2,42.3,1,6.64
2480,254041,328,21840465,87.2,87.2,85.6,85.9,0.6,85.8,4,85.9,2,12.82
2481,5873369,4434,370321602,63.9,64.3,61.7,63.4,0.1,63.3,7,63.4,13,10.78
2482,10962089,4940,308319991,28.75,28.9,27.35,28.2,0.25,28.2,3,28.25,11,19.05
2483,388257,212,9529219,24.85,24.85,24.3,24.35,0.55,24.35,5,24.45,1,17.03
2484,1142491,693,41049228,36.55,36.55,35.6,35.7,0.45,35.65,32,35.7,3,11.55
2485,940692,646,15910905,17.35,17.35,16.7,16.7,0.65,16.7,14,16.8,29,0.0
2486,1316754,742,33390039,25.5,25.9,25.05,25.15,0.35,25.15,7,25.2,40,17.23
2488,59025,47,1666906,28.5,28.5,28.15,28.2,0.15,28.2,1,28.25,4,15.24
2489,657860,491,7878586,12.1,12.15,11.9,11.95,0.0,11.9,87,11.95,10,0.0
2491,552000,360,8178750,14.3,15.2,14.3,14.85,0.35,14.75,8,14.85,1,0.0
2492,1093815,1315,106025371,96.7,98.2,96.1,96.4,0.4,96.3,6,96.4,21,6.85
2493,144160,212,6150247,42.95,42.95,42.55,42.75,0.2,42.7,3,42.75,4,12.14
2495,144214,85,2091193,14.5,14.65,14.35,14.5,0.05,14.45,8,14.5,2,24.58
